Customer_ID,Total_Sales,Total_Orders,First_Order,Last_Order,Customer_Lifespan_Years,Avg_Order_Value,Purchase_Frequency,CLV
CUST0039,802.0224391129527,7,2022-02-07 00:00:00,2023-02-18 07:00:00,1.0301369863013699,114.57463415899325,6.795212765957447,778.5590166920952
CUST0040,842.8692680354206,6,2022-04-02 09:00:00,2022-10-18 17:00:00,0.5452054794520548,140.47821133923676,11.00502512562814,1545.9662453916005
CUST0041,918.5483240519367,7,2022-01-07 11:00:00,2023-02-03 05:00:00,1.0712328767123287,131.22118915027667,6.5345268542199495,857.4683843451584
CUST0042,117.37115365390514,3,2022-03-18 13:00:00,2022-05-16 14:00:00,0.16164383561643836,39.12371788463505,18.559322033898304,726.1096793843284
CUST0043,966.2734051017732,8,2022-02-17 17:00:00,2022-12-04 14:00:00,0.7917808219178082,120.78417563772165,10.103806228373703,1220.3799060973952
CUST0044,258.10771992630066,2,2022-09-28 17:00:00,2022-11-10 20:00:00,0.1178082191780822,129.05385996315033,16.97674418604651,2190.914366816273
CUST0045,472.2931900230148,4,2022-07-27 12:00:00,2023-01-29 11:00:00,0.5068493150684932,118.0732975057537,7.891891891891891,931.8216992345967
CUST0046,150.20979363821579,2,2022-09-09 07:00:00,2022-12-11 08:00:00,0.2547945205479452,75.10489681910789,7.849462365591398,589.5330610532125
CUST0047,466.757831861959,5,2022-01-25 13:00:00,2022-03-24 13:00:00,0.1589041095890411,93.3515663723918,31.465517241379306,2937.355321200259
CUST0048,501.69599752296324,4,2022-02-20 07:00:00,2023-01-04 23:00:00,0.8712328767123287,125.42399938074081,4.591194968553459,575.8460348927094
CUST0049,277.4387508862274,4,2022-06-10 21:00:00,2022-08-06 13:00:00,0.15342465753424658,69.35968772155685,26.07142857142857,1808.3061441691607
CUST0050,495.0500659826905,5,2022-05-07 23:00:00,2022-10-14 10:00:00,0.43561643835616437,99.0100131965381,11.477987421383649,1136.4356860608934
CUST0051,589.8338341139424,4,2022-01-24 04:00:00,2022-05-04 08:00:00,0.273972602739726,147.4584585284856,14.600000000000001,2152.89349451589
CUST0052,287.08138506587903,4,2022-09-17 01:00:00,2023-01-23 14:00:00,0.3506849315068493,71.77034626646976,11.40625,818.6305121019207
CUST0053,490.7157442265677,4,2022-02-17 12:00:00,2022-10-20 23:00:00,0.6712328767123288,122.67893605664193,5.959183673469387,731.0663128273355
CUST0054,931.3451372342204,7,2022-01-17 03:00:00,2022-12-06 10:00:00,0.8849315068493151,133.04930531917435,7.910216718266254,1052.448839289444
CUST0055,494.78728321134827,5,2022-03-13 00:00:00,2022-08-09 05:00:00,0.40821917808219177,98.95745664226965,12.248322147651008,1212.0628078667257
CUST0056,469.71899869802826,5,2022-02-20 21:00:00,2023-02-01 16:00:00,0.9452054794520548,93.94379973960565,5.2898550724637685,496.9490855790734
CUST0057,471.83905007748274,4,2022-07-25 07:00:00,2023-02-19 08:00:00,0.5726027397260274,117.95976251937068,6.9856459330143545,824.0251353027809
CUST0058,734.4340208314859,6,2022-02-08 07:00:00,2023-01-02 01:00:00,0.8958904109589041,122.40567013858099,6.697247706422019,819.7810935886616
CUST0059,218.44927446807972,4,2022-03-17 04:00:00,2023-01-21 07:00:00,0.8493150684931506,54.61231861701993,4.709677419354839,257.20640380919065
CUST0060,307.1446286351237,2,2022-06-07 10:00:00,2022-11-30 12:00:00,0.4821917808219178,153.57231431756185,4.1477272727272725,636.9760764307963
CUST0061,666.7447848778013,7,2022-02-18 19:00:00,2023-01-27 07:00:00,0.936986301369863,95.24925498254304,7.470760233918129,711.5843464339107
CUST0062,296.0661531553625,3,2022-02-02 16:00:00,2022-10-01 07:00:00,0.6575342465753424,98.68871771845416,4.5625,450.2672745904471
CUST0063,214.43397543868952,3,2022-02-12 13:00:00,2022-09-14 15:00:00,0.5863013698630137,71.4779918128965,5.1168224299065415,365.740191752905
CUST0064,260.07351933614086,3,2022-07-20 18:00:00,2022-12-30 16:00:00,0.4438356164383562,86.69117311204695,6.7592592592592595,585.9681145536507
CUST0065,408.2884717148148,5,2022-01-06 14:00:00,2023-01-27 13:00:00,1.0547945205479452,81.65769434296297,4.740259740259741,387.07868097638294
CUST0066,259.3874407069012,2,2022-04-23 10:00:00,2022-06-18 23:00:00,0.15342465753424658,129.6937203534506,13.035714285714285,1690.6502831789096
CUST0067,385.84057193995847,3,2022-02-22 21:00:00,2023-01-06 23:00:00,0.8712328767123287,128.61352397998616,3.4433962264150946,442.8673231386316
CUST0068,304.25364546982127,4,2022-07-01 08:00:00,2023-02-09 02:00:00,0.6082191780821918,76.06341136745532,6.576576576576576,500.2368495337151
CUST0069,544.2609190030313,5,2022-02-17 09:00:00,2022-09-16 11:00:00,0.5780821917808219,108.85218380060626,8.649289099526067,941.4940068061916
CUST0070,142.29253383463677,2,2022-11-03 15:00:00,2023-02-18 03:00:00,0.29041095890410956,71.14626691731839,6.886792452830189,489.9695740532304
CUST0071,145.77117053551603,3,2022-09-22 16:00:00,2023-01-23 01:00:00,0.33424657534246577,48.590390178505345,8.975409836065573,436.1186659464209
CUST0072,739.9328814011341,6,2022-04-13 18:00:00,2022-12-05 21:00:00,0.6465753424657534,123.32214690018901,9.279661016949152,1144.3877191161607
CUST0073,707.0773232165236,9,2022-03-22 02:00:00,2023-02-05 01:00:00,0.873972602739726,78.56414702405817,10.297805642633229,809.0383165330128
CUST0074,540.6564791042989,4,2022-08-18 01:00:00,2023-02-02 22:00:00,0.4602739726027397,135.16411977607473,8.69047619047619,1174.6405647206493
CUST0075,724.3010812061212,6,2022-02-15 18:00:00,2022-07-16 06:00:00,0.410958904109589,120.71684686768687,14.600000000000001,1762.4659642682284
CUST0076,717.5694916745239,7,2022-02-03 06:00:00,2022-12-28 15:00:00,0.8986301369863013,102.50992738207484,7.789634146341464,798.5148306743939
CUST0077,331.12197422179463,2,2022-07-17 15:00:00,2022-10-04 00:00:00,0.2136986301369863,165.56098711089732,9.358974358974358,1549.481033217372
CUST0078,705.3877991562416,6,2022-02-21 02:00:00,2023-02-11 02:00:00,0.9726027397260274,117.56463319270694,6.169014084507042,725.2578780057132
CUST0079,746.0084840172087,7,2022-04-08 22:00:00,2023-01-30 21:00:00,0.810958904109589,106.57264057388696,8.631756756756756,919.909110359058
CUST0080,262.40599203017814,1,2022-02-08 15:00:00,2022-02-08 15:00:00,1.0,262.40599203017814,1.0,262.40599203017814
CUST0081,161.90955667676968,1,2022-02-16 21:00:00,2022-02-16 21:00:00,1.0,161.90955667676968,1.0,161.90955667676968
CUST0082,369.82298233646554,4,2022-03-15 18:00:00,2022-09-26 00:00:00,0.5315068493150685,92.45574558411639,7.525773195876289,695.8009719217006
CUST0083,1117.2294587604285,8,2022-02-13 18:00:00,2023-01-24 19:00:00,0.9452054794520548,139.65368234505357,8.46376811594203,1181.9963839059608
CUST0084,231.1978581565071,3,2022-04-10 14:00:00,2023-02-12 03:00:00,0.8410958904109589,77.0659527188357,3.5667752442996745,274.8769323359124
CUST0085,270.48992929498684,3,2022-05-02 15:00:00,2022-12-30 09:00:00,0.6602739726027397,90.16330976499562,4.543568464730291,409.6631709239428
CUST0086,267.502127057725,4,2022-02-22 10:00:00,2023-02-17 09:00:00,0.9835616438356164,66.87553176443124,4.066852367688022,271.97291469657273
CUST0087,985.2265109668452,7,2022-03-13 09:00:00,2023-02-10 06:00:00,0.9123287671232877,140.74664442383502,7.672672672672673,1079.9029324411365
CUST0088,945.6282816040753,5,2022-01-01 14:00:00,2023-02-20 11:00:00,1.1342465753424658,189.12565632081504,4.408212560386473,833.7060936847522
CUST0089,313.15085909821545,3,2022-03-02 00:00:00,2023-01-08 15:00:00,0.8547945205479452,104.38361969940514,3.5096153846153846,366.3463575988738
CUST0090,755.5314069033611,8,2022-01-31 11:00:00,2023-02-08 15:00:00,1.021917808219178,94.44142586292014,7.8284182305630035,739.3269799456484
CUST0091,154.97194966268046,2,2022-02-06 20:00:00,2022-11-03 23:00:00,0.7397260273972602,77.48597483134023,2.7037037037037037,209.49911713658653
CUST0092,733.2601844729375,7,2022-01-04 03:00:00,2023-02-06 07:00:00,1.0904109589041096,104.75145492470536,6.419597989949749,672.4622294789502
CUST0093,781.5001147054314,7,2022-02-18 16:00:00,2023-02-13 00:00:00,0.9835616438356164,111.64287352934734,7.116991643454039,794.5613979595612
CUST0094,120.58324956314604,1,2022-01-28 07:00:00,2022-01-28 07:00:00,1.0,120.58324956314604,1.0,120.58324956314604
CUST0095,379.19271658457916,4,2022-02-14 12:00:00,2022-05-18 01:00:00,0.25205479452054796,94.79817914614479,15.869565217391303,1504.405886449689
CUST0096,784.4712677540874,5,2022-01-09 10:00:00,2022-10-16 16:00:00,0.7671232876712328,156.8942535508175,6.517857142857143,1022.6143311794356
CUST0097,227.02049413255284,2,2022-09-17 18:00:00,2023-01-20 22:00:00,0.3424657534246575,113.51024706627642,5.840000000000001,662.8998428670544
CUST0098,270.7188510415137,4,2022-02-16 03:00:00,2022-09-05 20:00:00,0.5506849315068493,67.67971276037842,7.263681592039801,491.60388373210196
CUST0099,689.3014870578361,5,2022-01-08 01:00:00,2022-11-18 02:00:00,0.8602739726027397,137.86029741156722,5.812101910828026,801.2580980130897
CUST0100,146.4111550132134,2,2022-04-22 03:00:00,2022-09-07 16:00:00,0.3780821917808219,73.2055775066067,5.2898550724637685,387.24689550596304
CUST0101,721.0998133074628,6,2022-05-21 13:00:00,2023-02-04 21:00:00,0.7095890410958904,120.18330221791047,8.455598455598455,1016.2217446224861
CUST0102,288.47143493116283,3,2022-03-22 22:00:00,2022-05-02 04:00:00,0.1095890410958904,96.15714497705427,27.375,2632.301843746861
CUST0103,322.1295940705075,3,2022-02-15 20:00:00,2022-11-13 01:00:00,0.7397260273972602,107.37653135683583,4.055555555555555,435.4714882805008
CUST0104,693.0262179774463,7,2022-01-17 13:00:00,2022-10-28 19:00:00,0.7780821917808219,99.00374542534948,8.996478873239436,890.685104090732
CUST0105,470.36148554494264,5,2022-02-12 22:00:00,2022-11-01 16:00:00,0.7150684931506849,94.07229710898852,6.992337164750959,657.7852192486746
CUST0106,555.2772235974896,6,2022-04-16 05:00:00,2023-02-14 18:00:00,0.8328767123287671,92.54620393291493,7.203947368421052,666.6979822798805
CUST0107,318.46850964277496,3,2022-02-20 05:00:00,2023-02-05 13:00:00,0.958904109589041,106.15616988092499,3.1285714285714286,332.11716005603677
CUST0108,464.74545236168444,5,2022-03-22 18:00:00,2023-01-28 02:00:00,0.852054794520548,92.94909047233689,5.868167202572347,545.4408042186972
CUST0109,793.0162294641729,8,2022-02-04 08:00:00,2023-01-01 04:00:00,0.9041095890410958,99.1270286830216,8.84848484848485,877.1240113770398
CUST0110,53.71127841932963,2,2022-10-15 06:00:00,2023-02-18 21:00:00,0.3452054794520548,26.855639209664815,5.7936507936507935,155.59219542107394
CUST0111,1036.9021262208769,10,2022-02-17 21:00:00,2023-01-10 22:00:00,0.8958904109589041,103.69021262208769,11.162079510703364,1157.3983977694804
CUST0112,668.2669436965373,4,2022-06-04 06:00:00,2023-01-25 17:00:00,0.6438356164383562,167.06673592413432,6.212765957446808,1037.9465295712175
CUST0113,1332.6177550531645,9,2022-01-12 23:00:00,2023-01-22 07:00:00,1.0246575342465754,148.0686394503516,8.783422459893048,1300.5494133540242
CUST0114,780.7684500257078,6,2022-03-12 15:00:00,2023-02-02 09:00:00,0.8931506849315068,130.12807500428463,6.717791411042945,874.1732645993353
CUST0115,304.3147915773742,3,2022-01-31 19:00:00,2022-09-20 07:00:00,0.6328767123287671,101.43826385912473,4.740259740259741,480.84371829325363
CUST0116,898.9178674215486,8,2022-04-15 17:00:00,2023-01-15 10:00:00,0.7506849315068493,112.36473342769358,10.656934306569342,1197.4635825141067
CUST0117,579.3329757904066,4,2022-01-26 11:00:00,2023-02-04 01:00:00,1.021917808219178,144.83324394760166,3.9142091152815017,566.9076036554918
CUST0118,804.5693091482141,6,2022-02-14 19:00:00,2022-12-11 16:00:00,0.8191780821917808,134.09488485803567,7.3244147157190636,982.1665479568499
CUST0119,323.5417272852045,4,2022-04-26 03:00:00,2023-02-13 23:00:00,0.8027397260273973,80.88543182130113,4.982935153583617,403.0468616351523
CUST0120,221.59871068959131,2,2022-01-26 02:00:00,2022-10-20 21:00:00,0.7315068493150685,110.79935534479566,2.7340823970037453,302.93456704756863
CUST0121,385.0100105935019,2,2022-09-15 15:00:00,2022-11-18 17:00:00,0.17534246575342466,192.50500529675094,11.40625,2195.7602166660654
CUST0122,740.8576983064265,8,2022-01-01 09:00:00,2023-01-25 20:00:00,1.0657534246575342,92.60721228830332,7.5064267352185094,695.149254194976
CUST0123,728.5484284055057,5,2022-01-13 22:00:00,2023-02-11 17:00:00,1.0767123287671232,145.70968568110112,4.643765903307888,676.641670147607
CUST0124,370.48986192543697,5,2022-05-21 20:00:00,2022-07-17 05:00:00,0.15342465753424658,74.09797238508739,32.589285714285715,2414.799992906866
CUST0125,620.2501594496501,7,2022-07-16 19:00:00,2023-01-28 17:00:00,0.5342465753424658,88.6071656356643,13.102564102564102,1160.9810676878067
CUST0126,776.2782283716328,7,2022-02-17 15:00:00,2023-02-01 05:00:00,0.9534246575342465,110.89688976737612,7.341954022988506,814.1998659645
CUST0127,515.8103868601681,3,2022-03-07 08:00:00,2022-12-29 09:00:00,0.8136986301369863,171.93679562005605,3.686868686868687,633.9083878921258
CUST0128,409.9126620123792,5,2022-01-21 16:00:00,2022-09-04 06:00:00,0.6164383561643836,81.98253240247584,8.11111111111111,664.9694294867485
CUST0129,992.9186156582156,8,2022-04-28 01:00:00,2023-01-29 02:00:00,0.7561643835616438,124.11482695727695,10.579710144927537,1313.0988938958287
CUST0130,724.5989208429015,8,2022-03-05 11:00:00,2023-02-10 14:00:00,0.936986301369863,90.57486510536269,8.538011695906432,773.329257624734
CUST0131,278.88379554849854,5,2022-01-01 19:00:00,2022-12-07 09:00:00,0.9287671232876712,55.77675910969971,5.383480825958702,300.27311320118577
CUST0132,756.3313984258704,5,2022-03-01 20:00:00,2023-02-05 06:00:00,0.9315068493150684,151.26627968517408,5.36764705882353,811.9440012513021
CUST0133,336.5955187196254,3,2022-02-16 22:00:00,2022-04-24 12:00:00,0.18082191780821918,112.19850623987513,16.59090909090909,1861.4752171615646
CUST0134,533.8895940355158,6,2022-02-08 06:00:00,2023-01-11 23:00:00,0.9232876712328767,88.98159900591929,6.498516320474778,578.2483733619088
CUST0135,608.3821019563699,4,2022-01-07 13:00:00,2023-02-17 00:00:00,1.1095890410958904,152.09552548909247,3.6049382716049383,548.2949807754939
CUST0136,256.1608958583596,2,2022-06-03 02:00:00,2022-11-12 11:00:00,0.4438356164383562,128.0804479291798,4.506172839506172,577.1526357302546
CUST0137,1477.4802740641842,9,2022-03-25 05:00:00,2022-12-26 00:00:00,0.7534246575342466,164.16447489602047,11.945454545454545,1961.0192728488262
CUST0138,606.2572364231418,5,2022-02-17 01:00:00,2022-11-04 10:00:00,0.7123287671232876,121.25144728462836,7.01923076923077,851.091889594026
CUST0139,695.1030811168085,7,2022-02-27 00:00:00,2023-02-20 21:00:00,0.9808219178082191,99.30044015954408,7.136871508379889,708.6944821442322
CUST0140,595.8088558863247,5,2022-02-26 15:00:00,2022-11-02 01:00:00,0.6794520547945205,119.16177117726495,7.358870967741936,876.8960983810829
CUST0141,828.5548088405525,7,2022-03-06 13:00:00,2022-11-20 14:00:00,0.7095890410958904,118.3649726915075,9.864864864864865,1167.6544603351415
CUST0142,354.83463138105765,3,2022-06-14 11:00:00,2022-07-06 01:00:00,0.057534246575342465,118.27821046035255,52.142857142857146,6167.363831146955
CUST0143,1121.2429259247942,8,2022-03-02 14:00:00,2023-02-12 13:00:00,0.947945205479452,140.15536574059928,8.439306358381502,1182.8140692559246
CUST0144,565.3242047521412,7,2022-01-14 11:00:00,2023-02-08 00:00:00,1.0657534246575342,80.76060067887731,6.5681233933161955,530.4455905772019
CUST0145,428.65733485436465,3,2022-02-22 15:00:00,2022-11-11 01:00:00,0.7150684931506849,142.88577828478822,4.195402298850575,599.463322689054
CUST0146,880.5758081487173,6,2022-02-12 06:00:00,2023-01-23 03:00:00,0.9424657534246575,146.7626346914529,6.366279069767442,934.3318894601216
CUST0147,496.0660355258816,5,2022-01-15 04:00:00,2022-09-20 20:00:00,0.6794520547945205,99.21320710517632,7.358870967741936,730.09718938285
CUST0148,679.2916403945884,7,2022-03-11 00:00:00,2023-02-08 08:00:00,0.915068493150685,97.04166291351262,7.649700598802395,742.3396668982778
CUST0149,872.9397450425114,7,2022-03-20 12:00:00,2022-11-02 15:00:00,0.6219178082191781,124.70567786321591,11.255506607929515,1403.625581235756
CUST0150,252.19674208816184,2,2022-01-24 10:00:00,2022-11-15 20:00:00,0.8082191780821918,126.09837104408092,2.4745762711864407,312.040036820946
CUST0151,332.76236479449085,4,2022-01-15 21:00:00,2022-09-11 02:00:00,0.6520547945205479,83.19059119862271,6.1344537815126055,510.32883676466037
CUST0152,632.0636268806796,5,2022-01-17 02:00:00,2023-02-04 13:00:00,1.0493150684931507,126.41272537613592,4.765013054830287,602.3582867139636
CUST0153,357.86525080133026,4,2022-01-17 21:00:00,2023-01-03 08:00:00,0.958904109589041,89.46631270033257,4.171428571428572,373.20233297853014
CUST0154,924.5676852342522,10,2022-01-27 19:00:00,2023-02-06 05:00:00,1.0246575342465754,92.45676852342521,9.759358288770054,902.3187302419841
CUST0155,284.88378909861467,5,2022-01-22 09:00:00,2023-02-05 18:00:00,1.0383561643835617,56.976757819722934,4.8153034300791555,274.36037736410117
CUST0156,849.5638438824251,6,2022-03-10 15:00:00,2022-10-24 08:00:00,0.6219178082191781,141.59397398040417,9.647577092511014,1366.0387798109477
CUST0157,470.61430349447295,5,2022-03-03 22:00:00,2023-02-05 04:00:00,0.9260273972602739,94.12286069889458,5.399408284023669,508.20775377361724
CUST0158,137.3331239819915,1,2022-01-20 14:00:00,2022-01-20 14:00:00,1.0,137.3331239819915,1.0,137.3331239819915
CUST0159,716.2395735588175,5,2022-04-20 04:00:00,2022-11-12 15:00:00,0.5643835616438356,143.24791471176349,8.859223300970873,1269.0652638299434
CUST0160,749.3548700118763,6,2022-01-30 01:00:00,2022-08-09 23:00:00,0.5232876712328767,124.89247833531272,11.465968586387435,1432.0132332687688
CUST0161,592.9879553685294,5,2022-01-18 09:00:00,2023-01-21 09:00:00,1.0082191780821919,118.59759107370587,4.959239130434782,588.153814428025
CUST0162,557.0633499684479,8,2022-01-05 06:00:00,2022-11-29 18:00:00,0.8986301369863013,69.63291874605599,8.902439024390244,619.9028132270838
CUST0163,273.75449821916436,4,2022-06-12 13:00:00,2022-11-25 11:00:00,0.4520547945205479,68.43862455479109,8.84848484848485,605.5781324242122
CUST0164,597.5600549851731,5,2022-05-18 00:00:00,2022-12-02 14:00:00,0.5424657534246575,119.51201099703462,9.217171717171718,1101.5627276241828
CUST0165,709.7711962696642,6,2022-03-14 22:00:00,2023-01-14 20:00:00,0.8356164383561644,118.29519937827736,7.1803278688524586,849.3983168473029
CUST0166,829.6921279202669,7,2022-02-16 12:00:00,2022-11-08 00:00:00,0.7232876712328767,118.52744684575241,9.678030303030303,1147.1122223140053
CUST0167,378.4973016732434,3,2022-01-03 15:00:00,2022-08-29 03:00:00,0.6493150684931507,126.16576722441447,4.620253164556962,582.9177852773579
CUST0168,298.11489952998477,2,2022-03-19 09:00:00,2023-02-04 05:00:00,0.8794520547945206,149.05744976499238,2.2741433021806854,338.9780010231914
CUST0169,175.07839165886128,2,2022-05-29 06:00:00,2023-01-31 03:00:00,0.673972602739726,87.53919582943064,2.967479674796748,259.77078437188766
CUST0170,1029.3422629909755,6,2022-02-05 12:00:00,2022-10-08 04:00:00,0.6684931506849315,171.55704383182925,8.975409836065573,1539.7947786545328
CUST0171,696.5447558117926,9,2022-08-07 19:00:00,2023-01-27 17:00:00,0.4712328767123288,77.39386175686585,19.098837209302324,1478.1327666936295
CUST0172,500.39059528326396,4,2022-02-27 12:00:00,2023-01-14 09:00:00,0.8767123287671232,125.09764882081599,4.5625,570.758022744973
CUST0173,458.7807845968261,7,2022-02-07 03:00:00,2023-01-11 11:00:00,0.9260273972602739,65.54011208526087,7.559171597633136,495.42895378059626
CUST0174,126.5006063086075,2,2022-07-03 14:00:00,2022-07-09 06:00:00,0.0136986301369863,63.25030315430375,146.0,9234.544260528348
CUST0175,564.430664916244,6,2022-08-02 23:00:00,2022-12-27 07:00:00,0.4,94.07177748604067,15.0,1411.07666229061
CUST0176,284.56983321338873,2,2022-09-09 12:00:00,2023-02-03 01:00:00,0.4,142.28491660669437,5.0,711.4245830334719
CUST0177,715.1985106867288,8,2022-02-03 00:00:00,2023-02-20 20:00:00,1.0465753424657533,89.3998138358411,7.643979057591624,683.3703047137593
CUST0179,653.5174984100648,7,2022-07-04 06:00:00,2023-01-26 23:00:00,0.5643835616438356,93.35964263000926,12.402912621359222,1157.9314899013284
CUST0180,116.66495258876812,2,2023-02-11 16:00:00,2023-02-19 09:00:00,0.019178082191780823,58.33247629438406,104.28571428571428,6083.243956414337
CUST0181,175.8782319987745,3,2022-01-21 03:00:00,2022-10-17 17:00:00,0.736986301369863,58.62607733292484,4.070631970260223,238.645184682352
CUST0182,302.9789245698441,2,2022-03-14 23:00:00,2022-11-28 05:00:00,0.7068493150684931,151.48946228492204,2.8294573643410854,428.63297468214375
CUST0183,891.0578979964472,9,2022-03-26 13:00:00,2023-01-10 11:00:00,0.7917808219178082,99.00643311071636,11.366782006920415,1125.3845424522603
CUST0184,527.5793674124802,5,2022-02-17 02:00:00,2022-10-31 06:00:00,0.7013698630136986,105.51587348249605,7.12890625,752.2127699435754
CUST0185,606.4584312864383,4,2022-09-25 15:00:00,2023-01-30 05:00:00,0.3452054794520548,151.61460782160958,11.587301587301587,1756.8041858694444
CUST0186,124.69181811649318,1,2022-04-21 13:00:00,2022-04-21 13:00:00,1.0,124.69181811649318,1.0,124.69181811649318
